Dao_title,categories,about,blockchain,followers
pawn finance dao,"['DeFi', 'Protocol']","Lending & leasing market to provide fair appraisal and liquidity for Non-Standard Assets
 The first DeFi product of its kind, Pawnfi.com is a brand-new lending and leasing market. It appraises, liquidates, and provides use cases for non-standard assets (NSAs). Supported NSAs include non-fungible tokens (NFTs), liquidity provider tokens (LP tokens), tokenized rights, minor crypto-currencies, and bundled assets. With the development of metaverse, more NSAs will emerge, and how these assets are priced, traded and liquidated will be crucial to the revolution of the entire financial industry. To stay ahead of the evolutionary metaverse, Pawnfi.com strives to allow asset holders to access diversified cash flow and to maximize their asset efficiency.
",Binance,49500.0
hundred finance dao,['DeFi'],"A multi-chain lending protocol using veHND model, it integrates with Chainlink oracles to ensure market health and stability.
",,0.0
open defi dao,"['DeFi', 'Protocol']","A community driven DAO creating the next era of multi-chain DeFi
",Ethereum,22800.0
robinhood crypto dao,"['other', 'other', 'other']","You can buy and sell Bitcoin, Ethereum, Dogecoin, and other cryptocurrencies 24/7 and commission-free with Robinhood Crypto
",,0.0
bears deluxe dao,"['Metaverse', 'Media']","https://bearsdeluxe.io
",Ethereum,48600.0
unidex dao,['DeFi'],"UniDex’s main mission is to provide the most seamless trading experience found in familiar CEX alternatives, but built in a truly decentralized fashion.
",Ethereum,2800.0
rugdao,"['Social Impact', 'Media']","OWN THE NARRATIVE: Media for the people, by the people.
 RugDAO represents the heart of the RugRadio decentralized structure.
",Ethereum,29600.0
ruler protocol dao,"['Protocol', 'DeFi']","A market driven lending platform that provides non-liquidatable and fungible loans
",Ethereum,8400.0
foil network  dao,"['DAO Tools', 'Protocol', 'Social']","Scalable, interoperable and multifunctional blockchain network protocol, which serves as a platform for creating unique decentralized economies within a multi-tier distributed, autonomous, and circular ecosystem
",Binance,13000.0
shell protocol  dao,['DeFi'],"Decentralized platform for exchange and more
",Binance,61900.0
compound dao,['Protocol'],"Compound offers 4.00% Treasury Accounts, powered by the open-source Compound protocol
",Ethereum,238100.0
crypto seed partners dao,['Investment'],"Crypto Seed Partners. CSP DAO $NEBO . Check  our Portfolio on our site
",Ethereum,0.0
furucombo dao,['DeFi'],"Furucombo is a DeFi portal to help you optimize your crypto wealth.
",Ethereum,12700.0
coinvise dao,"['DAO Tools', 'Social']","Token-based communities
",Ethereum,14700.0
coredao,"['other', 'other', 'other', 'other']","CoreDAO - the official decentralized org developing the Satoshi Plus ecosystem. We are building web3 infrastructure & promoting public chains on Bitcoin’s PoW.
",,0.0
lexdao,['other'],"The Decentralized Legal Engineering Guild
",Ethereum,13600.0
mask dao,"['DAO Tools', 'other']","Mask Network aims to bridge the Web 2.0 users to Web 3.0.
 Mask Network brings privacy and benefits from Web3 to social media like Facebook & Twitter - with an open-sourced browser extension.
By bringing the amazing decentralized application ecosystem onto traditional social networks, the Mask extension provides a decentralized option for features Web 2.0 users are familiar with. Users could enjoy secure, decentralized social messaging, payment networks, file storage, and file sharing without leaving the mainstream social media networks. Users could get a glimpse of the magic of the Web 3.0 world in an easy and effortless way.We at Mask Network are strong believers in the ownership economy. People should own what they produce, their data, their attention, and the virtual space they choose to contribute to. And we hereby invite everyone who sees this message to join us in the course of regaining control of our personal data.
",Ethereum,19500.0
curio cards dao,"['other', 'other', 'other', 'other']","The First Art NFTs on Ethereum
 Curio Cards is the First Art NFT project on Ethereum, launched as an online gallery art show on May 9, 2017. Curio used the distributed network Ethereum to create a new model for creation and ownership of digital artwork — a model that allows digital artists to create unique pieces of rare collectible art, get directly paid for their work, and interact with collectors in entirely new ways. Today, this has become an entire field of digital art popularly known as NFTs.
Curio Cards is a collection of digital art numbered from 1 to 30, featuring artwork from seven different artists. Each numbered series has unique artwork and a fixed supply of digital prints, ranging in supply from 111 to 2154 Cards. There are a total of 29.7k Cards, with an estimated 4k currently lost or destroyed. All Curio Cards were created in 2017, and no more can ever be created.
",,0.0
layer2dao,['Investment'],"Layer2DAO is expanding the Ethereum L2 ecosystem and investing in L2 ecosystem projects
 Layer2DAO is expanding the Ethereum L2 ecosystem and investing in L2 ecosystem projects. The DAO uses its treasury to invest into high-impact L2 protocols and ecosystem plays, serving as a diversified venture fund for investors looking to gain exposure to the L2 ecosystem growth. It also provides liquidity, depositing, and staking, perpetually reinvesting proceeds back into the DAO.
",,0.0
mutidao,"['Social', 'Media']","A collective using blockchain technology & community building to nurture creativity
 muti cares for artists, in the physical and digital realm by working with the blockchain technology and community building. | collective and DAO based in PT
",NEAR,0.0
morpheusswap dao,"['other', 'other', 'other', 'other']","Decentralized swap and farming protocol, Powered by #Fantom. Ready to take the Red pill? Morpheus Swap is a DEX on Fantom offering low swap fees and high revenue share.
",,0.0
radardao,"['other', 'other', 'other', 'other']","The first community owned and powered futures engine, discovering, incubating, and delivering better futures.
",,0.0
jenny metaverse dao,['Collector'],"Building a top collection of NFT assets in the metaverse
Jenny DAO is a joint contemporary art collection where you are a visitor, user, and director at the same time!
",Ethereum,21900.0
collar informer dao,['Gaming'],"CollarQuest will be a fun and engaging game
",Ethereum,2800.0
pickle finance dao,['Protocol'],"The Future of Finance is Green | Join the Discord: http://discord.gg/pickle-finance | $PICKLE
 
Pickle Finance is a yield aggregator that compounds LPs across various chains.
Users realize the power of compounding, while saving time and money compared to
manual farming. Pickle Finance has Jars, and Farms. Jars compound returns from
other protocols, creating a pToken. Farms provide extra Pickle rewards for
staking a jars $pToken.


The Pickle Protocol is governed by $DILL holders (users that stake $PICKLE) who
are able to create and vote on proposals for changes to the protocol. $DILL
holders also get to share in 45% of protocol revenues, as well as boost the
$PICKLE rewards on their farms.
",Ethereum,34200.0
bright union dao,"['other', 'other', 'other', 'other']","#DeFi Insurance Marketplace. Protect your assets against hacks, scams and protocol failures.
 #DeFi Insurance Marketplace. Protect your assets against hacks, scams and protocol failures.
",,0.0
longtail financial  dao,"['DAO Tools', 'DeFi']","Help organizations build and optimize crypto-economic systems
",Ethereum,0.0
ukrainedao,['Social Impact'],"Using the power of Web3 tech & community to defend Ukraine.
 
We have donated over $7 million, including to the Ukrainian government and organizations like Come Back Alive . More info - in Multisig & Treasury - UkraineDAO.eth
We organized both online and offline to serve Ukraine and show how charity, war relief, and evacuation efforts can be organized through DAOs. Learn more in Ukraine DAO Trucks
The Ukrainian flag NFT auctioned by Ukraine DAO is the tenth most expensive NFT ever sold, showing how non-fungible tokens can solve real-life problems.
Ukraine DAO has been featured in many major publications, including ABC, Billboard, Coindesk, The Guardian, Financial Times, The Economist, Rolling Stones, VICE, and Wall Street Journal. Check out selected articles and podcasts in Ukraine DAO In The Media.

",,0.0
umbrella network dao,['other'],"Umbrella is the first truly decentralized oracle service providing low cost, massively scalable, and secure solutions for smart contracts
",Binance,18900.0
